COLOR_GrasSurface
N043.38.49.4949984 E001.21.17.1759996
N043.38.49.5549996 E001.21.16.9989984
N043.38.49.6179996 E001.21.16.8300
N043.38.49.6889988 E001.21.16.6520016
N043.38.49.7690016 E001.21.16.4980008
N043.38.49.8660 E001.21.16.3500012
N043.38.49.9480008 E001.21.16.2360
N043.38.50.0390016 E001.21.16.1259984
N043.38.50.1270 E001.21.16.0350012
N043.38.50.2220004 E001.21.15.9440004
N043.38.50.3250 E001.21.15.8550012
N043.38.50.4430008 E001.21.15.7740012
N043.38.50.5740012 E001.21.15.7100004
N043.38.50.6950008 E001.21.15.6610008
N043.38.50.8430004 E001.21.15.6070008
N043.38.50.9769996 E001.21.15.5829996
N043.38.51.1590012 E001.21.15.5660004
N043.38.51.3369996 E001.21.15.5670012
N043.38.51.5900004 E001.21.15.5829996
N043.38.51.7220016 E001.21.21.1299984
N043.38.52.7290008 E001.21.21.2410008
N043.38.52.5590016 E001.21.16.5830004
N043.38.52.5410016 E001.21.15.8150016
N043.38.53.0220012 E001.21.15.9549984
N043.38.53.1300012 E001.21.15.9930
N043.38.53.2399992 E001.21.16.0430004
N043.38.53.3780016 E001.21.16.1330004
N043.38.53.5459992 E001.21.16.2669996
N043.38.53.6769996 E001.21.16.3940004
N043.38.53.8460016 E001.21.16.6089996
N043.38.53.9840004 E001.21.16.8500016
N043.38.54.0570012 E001.21.16.9980012
N043.38.54.1140 E001.21.17.1470016
N043.38.54.1550004 E001.21.17.3229984
N043.38.54.1899996 E001.21.17.5439988
N043.38.55.5780012 E001.21.17.3679984
N043.38.55.5780012 E001.21.17.2919988
N043.38.55.5879984 E001.21.17.1830016
N043.38.55.6299996 E001.21.16.9530012
N043.38.55.6910016 E001.21.16.6680
N043.38.55.7379996 E001.21.16.4869992
N043.38.55.7810016 E001.21.16.3230012
N043.38.55.8210012 E001.21.16.2010008
N043.38.55.8610008 E001.21.16.1100
N043.38.55.9060008 E001.21.16.0359984
N043.38.55.9640004 E001.21.15.9720012
N043.38.56.0320008 E001.21.15.9120
N043.38.56.1320016 E001.21.15.8510016
N043.38.56.2400016 E001.21.15.8060016
N043.38.56.3340012 E001.21.15.7740012
N043.38.56.4410004 E001.21.15.7600008
N043.38.56.5469988 E001.21.15.7659984
N043.38.56.6379996 E001.21.15.7889988
N043.38.56.7269988 E001.21.15.8400
N043.38.56.8259988 E001.21.15.9059988
N043.38.56.9180004 E001.21.15.9990012
N043.38.57.0120 E001.21.16.1219988
N043.38.57.1070004 E001.21.16.2879984
N043.38.57.1800012 E001.21.16.4580012
N043.38.57.2290008 E001.21.16.6190004
N043.38.57.2690004 E001.21.16.7979996
N043.38.57.2979984 E001.21.16.9970004
N043.38.57.3119988 E001.21.17.1259992
N043.38.58.6929984 E001.21.16.9390008
N043.38.58.6950 E001.21.16.6079988
N043.38.58.6960008 E001.21.16.3829988
N043.38.58.7050008 E001.21.16.2640008
N043.38.58.7140008 E001.21.16.1719992
N043.38.58.7280012 E001.21.16.1010
N043.38.58.7490 E001.21.16.0269984
N043.38.58.7720004 E001.21.15.9570
N043.38.58.8140016 E001.21.15.8739984
N043.38.58.8660 E001.21.15.7809996
N043.38.58.9380 E001.21.15.6880008
N043.38.59.0060004 E001.21.15.6070008
N043.38.59.0949996 E001.21.15.5239992
N043.38.59.1669996 E001.21.15.4599984
N043.38.59.2320012 E001.21.15.4180008
N043.38.59.3080008 E001.21.15.3830016
N043.38.59.3869992 E001.21.15.3690012
N043.38.59.4750012 E001.21.15.3640008
N043.38.59.5590 E001.21.15.3680004
N043.38.59.6439996 E001.21.15.3789984
N043.38.59.7400008 E001.21.15.4019988
N043.38.59.8319988 E001.21.15.4389996
N043.38.59.8880004 E001.21.15.4760004
N043.38.59.9529984 E001.21.15.5340
N043.39.00.0339984 E001.21.15.6359988
N043.39.00.1220004 E001.21.15.7640004
N043.39.00.2109996 E001.21.15.9289992
N043.39.00.2760012 E001.21.16.0809984
N043.39.00.3260016 E001.21.16.2410004
N043.39.00.3639996 E001.21.16.3860012
N043.39.00.3899988 E001.21.16.5269988
N043.39.00.4089996 E001.21.16.7040
N043.39.01.7460 E001.21.16.5210012
N043.39.01.7480016 E001.21.16.3490004
N043.39.01.7570016 E001.21.16.2029988
N043.39.01.7730 E001.21.16.0890012
N043.39.01.8000 E001.21.15.9750
N043.39.01.8360 E001.21.15.8699988
N043.39.01.8690012 E001.21.15.7910004
N043.39.01.9320012 E001.21.15.6470004
N043.39.02.0149992 E001.21.15.4580004
N043.39.02.0769984 E001.21.15.3230004
N043.39.02.1290004 E001.21.15.2370
N043.39.02.1780 E001.21.15.1679988
N043.39.02.2550004 E001.21.15.0969996
N043.39.02.3379984 E001.21.15.0339996
N043.39.02.4249996 E001.21.14.9780016
N043.39.02.5070004 E001.21.14.9429988
N043.39.02.6039988 E001.21.14.9220
N043.39.02.7230004 E001.21.14.9339988
N043.39.02.8100016 E001.21.14.9619996
N043.39.02.9229984 E001.21.15.0180012
N043.39.03.0420 E001.21.15.0950016
N043.39.03.1619988 E001.21.15.2449992
N043.39.03.2699988 E001.21.15.4249992
N043.39.03.3350004 E001.21.15.5900016
N043.39.03.3919992 E001.21.15.8169996
N043.39.03.4400016 E001.21.16.0840008
N043.39.03.4639992 E001.21.16.2780012
N043.39.04.8480012 E001.21.16.0959996
N043.39.04.8459996 E001.21.15.9840
N043.39.04.8440016 E001.21.15.8240016
N043.39.04.8470004 E001.21.15.6430008
N043.39.04.8549996 E001.21.15.4869984
N043.39.04.8769992 E001.21.15.3669996
N043.39.04.9039992 E001.21.15.2550
N043.39.04.9399992 E001.21.15.1449984
N043.39.04.9870008 E001.21.15.0369984
N043.39.05.0370012 E001.21.14.9360004
N043.39.05.0879988 E001.21.14.8430016
N043.39.05.1369984 E001.21.14.7650004
N043.39.05.1950016 E001.21.14.6980008
N043.39.05.2689996 E001.21.14.6360016
N043.39.05.3499996 E001.21.14.5800
N043.39.05.4519984 E001.21.14.5370016
N043.39.05.5400004 E001.21.14.5140012
N043.39.05.6469996 E001.21.14.5040004
N043.39.05.7499992 E001.21.14.5069992
N043.39.05.8669992 E001.21.14.5339992
N043.39.05.9749992 E001.21.14.5800
N043.39.06.0630012 E001.21.14.6319984
N043.39.06.1610004 E001.21.14.7189996
N043.39.06.2610012 E001.21.14.8309992
N043.39.06.3399996 E001.21.14.9580
N043.39.06.3950004 E001.21.15.0840
N043.39.06.4389996 E001.21.15.2390016
N043.39.06.4760004 E001.21.15.3969984
N043.39.06.5030004 E001.21.15.5729988
N043.39.06.5340 E001.21.15.8640012
N043.39.07.9449984 E001.21.15.6679992
N043.39.07.9329996 E001.21.15.5090016
N043.39.07.9269984 E001.21.15.3410004
N043.39.07.9290 E001.21.15.1850016
N043.39.07.9390008 E001.21.15.0369984
N043.39.07.9610004 E001.21.14.8910004
N043.39.07.9930008 E001.21.14.7800016
N043.39.08.0349984 E001.21.14.6779992
N043.39.08.0899992 E001.21.14.5760004
N043.39.08.1500004 E001.21.14.4879984
N043.39.08.2239984 E001.21.14.3920008
N043.39.08.3070 E001.21.14.3020008
N043.39.08.3980008 E001.21.14.2170012
N043.39.08.5010004 E001.21.14.1480
N043.39.08.6079996 E001.21.14.1009984
N043.39.08.7140016 E001.21.14.0770008
N043.39.08.8139988 E001.21.14.0799996
N043.39.08.9169984 E001.21.14.1069996
N043.39.09.0560016 E001.21.14.1549984
N043.39.09.1440 E001.21.14.2040016
N043.39.09.2300004 E001.21.14.2779996
N043.39.09.3139992 E001.21.14.3780004
N043.39.09.3740004 E001.21.14.4650016
N043.39.09.4330008 E001.21.14.5720008
N043.39.09.4799988 E001.21.14.6930004
N043.39.09.5280012 E001.21.14.8439988
N043.39.09.5600016 E001.21.15.0030
N043.39.09.5789988 E001.21.15.1819992
N043.39.09.6009984 E001.21.15.4410012
N043.39.11.0300004 E001.21.15.2499996
N043.39.11.0229984 E001.21.15.1530012
N043.39.11.0130012 E001.21.14.9789988
N043.39.11.0090016 E001.21.14.8219992
N043.39.11.0160 E001.21.14.6800008
N043.39.11.0329992 E001.21.14.5339992
N043.39.11.0620008 E001.21.14.3859996
N043.39.11.0999988 E001.21.14.2250004
N043.39.11.1459996 E001.21.14.0789988
N043.39.11.1849984 E001.21.13.9770
N043.39.11.2299984 E001.21.13.8960
N043.39.11.2839984 E001.21.13.8229992
N043.39.11.3519988 E001.21.13.7520
N043.39.11.4419988 E001.21.13.6820016
N043.39.11.5499988 E001.21.13.6339992
N043.39.11.6579988 E001.21.13.6170
N043.39.11.8410012 E001.21.13.6019988
N043.39.12.0390012 E001.21.13.5929988
N043.39.12.1240008 E001.21.13.6010016
N043.39.12.1880016 E001.21.13.6270008
N043.39.12.2699988 E001.21.13.6710
N043.39.12.3699996 E001.21.13.7289996
N043.39.12.5039988 E001.21.13.8129984
N043.39.12.6309996 E001.21.13.9050
N043.39.12.7379988 E001.21.14.0040
N043.39.12.8210004 E001.21.14.0900004
N043.39.12.9210012 E001.21.14.2049988
N043.39.13.0349988 E001.21.14.3550
N043.39.13.1400 E001.21.14.5260
N043.39.13.2210 E001.21.14.6750004
N043.39.13.3030008 E001.21.14.8510008
N043.39.13.3650 E001.21.15.0260004
N043.39.13.4229996 E001.21.15.2240004
N043.39.13.4550 E001.21.15.3830016
N043.39.13.4920008 E001.21.15.6650004
N043.39.13.5749988 E001.21.16.3429992
N043.39.13.7260008 E001.21.17.5650012
N043.39.13.7940012 E001.21.18.1680012
N043.39.13.9160016 E001.21.19.1660004
N043.39.13.9680 E001.21.19.6120008
N043.39.13.9899996 E001.21.19.8759996
N043.39.14.0060016 E001.21.20.2520016
N043.39.14.0780016 E001.21.22.6490004
N043.39.14.1130008 E001.21.23.8479984
N043.39.14.1230016 E001.21.24.2319996
N043.39.14.1189984 E001.21.24.4389996
N043.39.14.1050016 E001.21.24.6890016
N043.39.14.0720004 E001.21.24.9630012
N043.39.14.0330016 E001.21.25.1960004
N043.39.13.9939992 E001.21.25.3710
N043.39.13.9470012 E001.21.25.5269988
N043.39.13.8740004 E001.21.25.7119992
N043.39.13.7999988 E001.21.25.8699996
N043.39.13.7260008 E001.21.26.0070012
N043.39.13.6159992 E001.21.26.1749988
N043.39.13.4859996 E001.21.26.3450016
N043.39.13.3920 E001.21.26.4499992
N043.39.13.2770016 E001.21.26.5770
N043.39.13.1730012 E001.21.26.6770008
N043.39.13.0629996 E001.21.26.7599988
N043.39.12.9409992 E001.21.26.8139988
N043.39.12.8450016 E001.21.26.8499988
N043.39.12.7249992 E001.21.26.8599996
N043.39.12.6029988 E001.21.26.8440012
N043.39.12.4509996 E001.21.26.8120008
N043.39.12.3289992 E001.21.26.7800004
N043.39.12.2450004 E001.21.26.7390
N043.39.12.1629996 E001.21.26.6770008
N043.39.12.0740004 E001.21.26.5899996
N043.39.11.9999988 E001.21.26.4989988
N043.39.11.9480004 E001.21.26.4049992
N043.39.11.8969992 E001.21.26.2800
N043.39.11.8500012 E001.21.26.1200016
N043.39.11.8069992 E001.21.25.9670016
N043.39.11.7669996 E001.21.25.8180012
N043.39.11.7320004 E001.21.25.6140
N043.39.11.7020016 E001.21.25.4319984
N043.39.10.3349988 E001.21.25.6209984
N043.39.10.3529988 E001.21.25.8919992
N043.39.10.3619988 E001.21.26.0470008
N043.39.10.3629996 E001.21.26.2050012
N043.39.10.3470012 E001.21.26.3580012
N043.39.10.3230 E001.21.26.4870
N043.39.10.2780 E001.21.26.6100012
N043.39.10.2300012 E001.21.26.7040008
N043.39.10.1360016 E001.21.26.8390008
N043.39.10.0410012 E001.21.26.9619984
N043.39.09.9339984 E001.21.27.0640008
N043.39.09.8340012 E001.21.27.1329984
N043.39.09.7449984 E001.21.27.1680012
N043.39.09.6450012 E001.21.27.1829988
N043.39.09.5339988 E001.21.27.1869984
N043.39.09.3759984 E001.21.27.1820016
N043.39.09.2670012 E001.21.27.1649988
N043.39.09.1940004 E001.21.27.1370016
N043.39.09.1320012 E001.21.27.0830016
N043.39.09.0380016 E001.21.26.9930016
N043.39.08.9420004 E001.21.26.8620012
N043.39.08.8589988 E001.21.26.7270012
N043.39.08.7990012 E001.21.26.5880016
N043.39.08.7549984 E001.21.26.4340008
N043.39.08.7270012 E001.21.26.2599984
N043.39.08.6860008 E001.21.25.8450012
N043.39.07.2810 E001.21.26.0380008
N043.39.07.2259992 E001.21.26.2580004
N043.39.07.1589996 E001.21.26.4629988
N043.39.07.0869996 E001.21.26.6230008
N043.39.07.0070004 E001.21.26.7630012
N043.39.06.9040008 E001.21.26.9030016
N043.39.06.7600008 E001.21.27.0600012
N043.39.06.6830004 E001.21.27.1140012
N043.39.06.5880 E001.21.27.1509984
N043.39.06.4429992 E001.21.27.1760004
N043.39.06.2880012 E001.21.27.1910016
N043.39.06.2280 E001.21.27.1869984
N043.39.06.1589988 E001.21.27.1540008
N043.39.06.0950016 E001.21.27.0910008
N043.39.05.9460012 E001.21.26.9139996
N043.39.05.8529988 E001.21.26.7940008
N043.39.05.7809988 E001.21.26.6720004
N043.39.05.7150 E001.21.26.5219992
N043.39.05.6649996 E001.21.26.3750004
N043.39.05.6369988 E001.21.26.2640016
N043.39.04.1150016 E001.21.26.4719988
N043.39.04.0590 E001.21.26.8049988
N043.39.04.0150008 E001.21.26.9640
N043.39.03.9530016 E001.21.27.1010016
N043.39.03.8790 E001.21.27.2390004
N043.39.03.7959984 E001.21.27.3620016
N043.39.03.6960012 E001.21.27.4640004
N043.39.03.5920008 E001.21.27.5389992
N043.39.03.5160012 E001.21.27.5619996
N043.39.03.4229988 E001.21.27.5730012
N043.39.03.3210 E001.21.27.5730012
N043.39.03.2159988 E001.21.27.5429988
N043.39.03.0880008 E001.21.27.4799988
N043.39.02.9760012 E001.21.27.3970008
N043.39.02.8779984 E001.21.27.3089988
N043.39.02.7699984 E001.21.27.1869984
N043.39.02.6859996 E001.21.27.0600012
N043.39.02.6150004 E001.21.26.9259984
N043.39.02.5800012 E001.21.26.7999984
N043.39.02.5530012 E001.21.26.6860008
N043.39.01.0569996 E001.21.26.8930008
N043.39.01.0329984 E001.21.27.0979992
N043.39.01.0090008 E001.21.27.2319984
N043.39.00.9759996 E001.21.27.3350016
N043.39.00.9330012 E001.21.27.4309992
N043.39.00.8539992 E001.21.27.5730012
N043.39.00.7549992 E001.21.27.7179984
N043.39.00.6540012 E001.21.27.8370
N043.39.00.5739984 E001.21.27.9140004
N043.39.00.4690008 E001.21.27.9709992
N043.39.00.3560004 E001.21.27.9990
N043.39.00.2450016 E001.21.28.0140012
N043.39.00.1410012 E001.21.28.0170
N043.39.00.0569988 E001.21.27.9960012
N043.38.59.9650008 E001.21.27.9280008
N043.38.59.8350012 E001.21.27.7949988
N043.38.59.7159996 E001.21.27.6580008
N043.38.59.6339988 E001.21.27.5389992
N043.38.59.5709988 E001.21.27.4169988
N043.38.59.5119984 E001.21.27.2729988
N043.38.59.4639996 E001.21.27.1069992
N043.38.58.0149996 E001.21.27.3089988
N043.38.57.9890004 E001.21.27.4370004
N043.38.57.9480 E001.21.27.6040008
N043.38.57.8929992 E001.21.27.7750008
N043.38.57.8330016 E001.21.27.9320004
N043.38.57.7219992 E001.21.28.1090016
N043.38.57.6089988 E001.21.28.2380004
N043.38.57.5059992 E001.21.28.3219992
N043.38.57.3849996 E001.21.28.3839984
N043.38.57.2449992 E001.21.28.4150016
N043.38.57.1390008 E001.21.28.4199984
N043.38.57.0260004 E001.21.28.3970016
N043.38.56.8989996 E001.21.28.3179996
N043.38.56.7710016 E001.21.28.2110004
N043.38.56.6549988 E001.21.28.0919988
N043.38.56.5519992 E001.21.27.9590004
N043.38.56.4640008 E001.21.27.7819992
N043.38.56.4259992 E001.21.27.6699996
N043.38.56.3880012 E001.21.27.5310
N043.38.54.9390012 E001.21.27.7300008
N043.38.54.8959992 E001.21.27.8970012
N043.38.54.8189988 E001.21.28.1949984
N043.38.54.7140012 E001.21.28.4709996
N043.38.54.6029988 E001.21.28.6610004
N043.38.54.4319988 E001.21.28.9149984
N043.38.54.3030 E001.21.29.0859984
N043.38.54.1830012 E001.21.29.2169988
N043.38.54.0520008 E001.21.29.3270004
N043.38.53.9040012 E001.21.29.4249996
N043.38.53.7429984 E001.21.29.4900012
N043.38.53.5710012 E001.21.29.5269984
N043.38.53.0840004 E001.21.29.6340012
N043.38.52.7750016 E001.21.25.5300012
N043.38.52.0890 E001.21.25.6209984
N043.38.52.3250016 E001.21.28.4450004
N043.38.52.3849992 E001.21.28.6409988
N043.38.52.4159988 E001.21.28.9370016
N043.38.52.4500008 E001.21.29.7209988
N043.38.51.9470016 E001.21.29.7529992
N043.38.51.7949988 E001.21.29.7540
N043.38.51.6739992 E001.21.29.7410004
N043.38.51.5500008 E001.21.29.7219996
N043.38.51.4240008 E001.21.29.6809992
N043.38.51.2829996 E001.21.29.6259984
N043.38.51.1820016 E001.21.29.5800012
N043.38.51.0770004 E001.21.29.5089984
N043.38.50.9489988 E001.21.29.4189984
N043.38.50.8130016 E001.21.29.2960008
N043.38.50.6810004 E001.21.29.1530016
N043.38.50.5230 E001.21.28.9469988
N043.38.50.3970 E001.21.28.7499996
N043.38.50.3049984 E001.21.28.5639984
N043.38.50.2190016 E001.21.28.3410
N043.38.50.1489996 E001.21.28.1329992
N043.38.50.1000 E001.21.27.9230004
N043.38.50.0629992 E001.21.27.6909984
N043.38.45.6309996 E001.21.12.8980008


COLOR_HardSurface2
N043.37.29.7760008 E001.21.16.1740008
N043.37.29.3589984 E001.21.16.1889984
N043.37.28.9059996 E001.21.16.2020016
N043.37.28.5899988 E001.21.16.2150012
N043.37.28.4030004 E001.21.16.2090
N043.37.27.7899996 E001.21.16.1579988
N043.37.27.1139988 E001.21.16.1139996
N043.37.26.7530016 E001.21.16.0710012
N043.37.26.6400012 E001.21.16.0350012
N043.37.26.5100016 E001.21.15.9720012
N043.37.26.3949996 E001.21.15.8760
N043.37.26.2809984 E001.21.15.7380012
N043.37.26.2070004 E001.21.15.6170016
N043.37.26.1310008 E001.21.15.4230012
N043.37.26.0829984 E001.21.15.2430012
N043.37.26.0649984 E001.21.15.0519996
N043.37.26.0600016 E001.21.14.9280012
N043.37.26.1050016 E001.21.14.8479984
N043.37.26.1819984 E001.21.14.7780
N043.37.26.2580016 E001.21.14.7480012
N043.37.26.3240004 E001.21.14.7369996
N043.37.27.5120004 E001.21.14.6760012
N043.37.27.4419984 E001.21.12.0250008
N043.37.26.2480008 E001.21.12.0939984
N043.37.25.9889988 E001.21.12.1079988
N043.37.25.9389984 E001.21.12.1060008
N043.37.25.9230 E001.21.12.0890016
N043.37.25.9240008 E001.21.11.3019984
N043.37.25.9950 E001.21.11.1560004
N043.37.26.0780016 E001.21.11.0400012
N043.37.26.1750 E001.21.10.9530
N043.37.26.2859988 E001.21.10.9249992
N043.37.27.7610016 E001.21.10.8110016
N043.37.27.6390012 E001.21.08.5290012
N043.37.26.6750004 E001.21.08.5780008
N043.37.26.5820016 E001.21.08.5730004
N043.37.26.4720 E001.21.08.5550004
N043.37.26.3849988 E001.21.08.5250016
N043.37.26.2710012 E001.21.08.4489984
N043.37.26.1900012 E001.21.08.3390004
N043.37.26.1140016 E001.21.08.1759996
N043.37.26.0379984 E001.21.07.9909992
N043.37.26.0289984 E001.21.07.7540004
N043.37.26.0439996 E001.21.07.5340008
N043.37.26.0929992 E001.21.07.3469988
N043.37.26.1750 E001.21.07.2169992
N043.37.26.2930008 E001.21.07.0899984
N043.37.26.3920008 E001.21.07.0080012
N043.37.26.4630 E001.21.06.9789996
N043.37.27.6240 E001.21.06.9270012
N043.37.27.6179988 E001.21.04.6339992
N043.37.26.3910 E001.21.04.7149992
N043.37.26.3129988 E001.21.04.7109996
N043.37.26.2480008 E001.21.04.6820016
N043.37.26.1710004 E001.21.04.6100016
N043.37.26.1149988 E001.21.04.5360
N043.37.26.0320008 E001.21.04.3989984
N043.37.25.9560012 E001.21.04.2509988
N043.37.25.9169988 E001.21.04.1619996
N043.37.25.9050 E001.21.03.6640008
N043.37.25.9669992 E001.21.03.4970004
N043.37.26.0379984 E001.21.03.3599988
N043.37.26.1310008 E001.21.03.2389992
N043.37.26.2030008 E001.21.03.1740012
N043.37.26.2560 E001.21.03.1430016
N043.37.27.4779984 E001.21.03.0589992
N043.37.27.4649988 E001.21.00.8120016
N043.37.26.3849988 E001.21.00.8570016
N043.37.26.2729992 E001.21.00.8539992
N043.37.26.1860016 E001.21.00.8390016
N043.37.26.1059988 E001.21.00.7999992
N043.37.26.0349996 E001.21.00.7400016
N043.37.25.9629996 E001.21.00.6480
N043.37.25.8939984 E001.21.00.5019984
N043.37.25.8089988 E001.21.00.3020004
N043.37.25.7949984 E001.20.59.8719984
N043.37.25.9110012 E001.20.59.6439996
N043.37.26.0240016 E001.20.59.4719988
N043.37.26.1149988 E001.20.59.3769984
N043.37.26.2229988 E001.20.59.3180016
N043.37.26.3250012 E001.20.59.3019996
N043.37.27.3500004 E001.20.59.2180008
N043.37.27.2939988 E001.20.57.0289992
N043.37.26.2909992 E001.20.57.0320016
N043.37.26.1590016 E001.20.57.0099984
N043.37.26.0410008 E001.20.56.9640012
N043.37.25.9320 E001.20.56.8880016
N043.37.25.8679992 E001.20.56.7970008
N043.37.25.7139984 E001.20.56.5299996
N043.37.25.6890 E001.20.56.4489996
N043.37.25.6810008 E001.20.56.1019992
N043.37.25.7239992 E001.20.55.9629996
N043.37.25.7930004 E001.20.55.7859984
N043.37.25.8629988 E001.20.55.6749996
N043.37.25.9889988 E001.20.55.5680004
N043.37.26.1090012 E001.20.55.4970012
N043.37.26.1930 E001.20.55.4700012
N043.37.27.3749988 E001.20.55.3400016
N043.37.27.3380016 E001.20.53.1430008
N043.37.25.5849996 E001.20.53.2250016
N043.37.25.3819992 E001.20.53.2190004
N043.37.25.1540004 E001.20.53.2340016
N043.37.24.8530008 E001.20.53.2399992
N043.37.24.6339984 E001.20.53.2610016
N043.37.24.4250004 E001.20.53.2799988
N043.37.24.2919984 E001.20.53.2950
N043.37.24.3170004 E001.20.54.1280004
N043.37.24.3120 E001.20.54.2199984
N043.37.24.2799996 E001.20.54.2839992
N043.37.24.1730004 E001.20.54.4350012
N043.37.24.0970008 E001.20.54.5259984
N043.37.24.0009996 E001.20.54.5889984
N043.37.23.8800 E001.20.54.6209988
N043.37.23.7590004 E001.20.54.6280008
N043.37.24.1560012 E001.21.08.2379988
N043.37.24.3779988 E001.21.08.2249992
N043.37.24.4859988 E001.21.08.2199988
N043.37.24.5520012 E001.21.08.2490004
N043.37.24.6270 E001.21.08.3220012
N043.37.24.7010016 E001.21.08.4260016
N043.37.24.7289988 E001.21.08.5110012
N043.37.24.7289988 E001.21.08.6050008
N043.37.24.7029996 E001.21.08.6349996
N043.37.24.1680 E001.21.08.6609988
N043.37.24.2540004 E001.21.11.8479996
N043.37.24.4490016 E001.21.11.8400004
N043.37.24.5039988 E001.21.11.8580004
N043.37.24.6339984 E001.21.11.9779992
N043.37.24.7530 E001.21.12.1070016
N043.37.24.8360016 E001.21.12.2339988
N043.37.24.8530008 E001.21.12.3480
N043.37.24.8580012 E001.21.12.8319984
N043.37.24.8480004 E001.21.12.9510
N043.37.24.8090016 E001.21.13.0910004
N043.37.24.7500012 E001.21.13.2109992
N043.37.24.6759996 E001.21.13.2639984
N043.37.24.5880012 E001.21.13.2909984
N043.37.23.9009988 E001.21.13.3470
N043.37.23.9520 E001.21.15.2160012
N043.37.24.6360 E001.21.15.0840
N043.37.24.7149984 E001.21.15.0890004
N043.37.24.7959984 E001.21.15.1310016
N043.37.24.8620008 E001.21.15.1940016
N043.37.24.8999988 E001.21.15.2759988
N043.37.24.9189996 E001.21.15.3669996
N043.37.24.9420 E001.21.16.0350012
N043.37.24.9589992 E001.21.16.2990
N043.37.24.9679992 E001.21.16.5080016
N043.37.24.9560004 E001.21.16.6790016
N043.37.24.9150 E001.21.16.8019992
N043.37.24.8430 E001.21.16.8940008
N043.37.24.7670004 E001.21.16.9279992
N043.37.24.6929988 E001.21.16.9290
N043.37.23.8720008 E001.21.16.9459992
N043.37.23.9790 E001.21.18.8750016
N043.37.24.7490004 E001.21.18.7660008
N043.37.24.8660004 E001.21.18.8520012
N043.37.24.9790008 E001.21.18.9650016
N043.37.25.0929984 E001.21.19.1319984
N043.37.25.1649984 E001.21.19.3230
N043.37.25.1870016 E001.21.19.4860008
