COLOR_GrasSurface
N043.37.45.2660016 E001.22.32.3190012
N043.37.45.2769996 E001.22.32.1999996
N043.37.45.3140004 E001.22.32.0720016
N043.37.45.3640008 E001.22.31.9730016
N043.37.45.4540008 E001.22.31.8709992
N043.37.45.5199996 E001.22.31.7830008
N043.37.45.6089988 E001.22.31.6380
N043.37.45.6710016 E001.22.31.4940
N043.37.45.7129992 E001.22.31.3510008
N043.37.45.7460004 E001.22.31.1490012
N043.37.45.7539996 E001.22.30.9799992
N043.37.45.7520016 E001.22.30.8750016
N043.37.45.7320 E001.22.30.7599996
N043.37.45.6970008 E001.22.30.6429996
N043.37.45.6539988 E001.22.30.5439996
N043.37.45.5900016 E001.22.30.4370004
N043.37.45.5220012 E001.22.30.3340008
N043.37.45.4479996 E001.22.30.2379996
N043.37.45.3650016 E001.22.30.1500012
N043.37.45.2030016 E001.22.29.9799984
N043.37.45.1229988 E001.22.29.8779996
N043.37.45.0689988 E001.22.29.7950016
N043.37.45.0260004 E001.22.29.6910012
N043.37.44.9900004 E001.22.29.5870008
N043.37.44.9619996 E001.22.29.4780
N043.37.44.9360004 E001.22.29.3350008
N043.37.44.9180004 E001.22.29.1529992
N043.37.44.8989996 E001.22.28.9049988
N043.37.44.8690008 E001.22.28.6280004
N043.37.44.8529988 E001.22.28.4850012
N043.37.44.8380012 E001.22.28.3649988
N043.37.44.8169988 E001.22.28.2439992
N043.37.44.7890016 E001.22.28.0520004
N043.37.44.7610008 E001.22.27.8640012
N043.37.44.7440016 E001.22.27.7320
N043.37.44.7359988 E001.22.27.6300012
N043.37.44.7359988 E001.22.27.5379996
N043.37.44.7440016 E001.22.27.4609992
N043.37.44.7690 E001.22.27.3500004
N043.37.44.8060008 E001.22.27.2570016
N043.37.44.8740012 E001.22.27.1790004
N043.37.44.9460012 E001.22.27.1210008
N043.37.45.0300 E001.22.27.0810012
N043.37.45.2190 E001.22.26.9990004
N043.37.45.3519984 E001.22.26.9420016
N043.37.45.4689984 E001.22.26.8860
N043.37.45.5520 E001.22.26.8370004
N043.37.45.6989988 E001.22.26.7480012
N043.37.45.8929992 E001.22.26.6360016
N043.37.46.0700004 E001.22.26.5270008
N043.37.46.2249984 E001.22.26.4240012
N043.37.46.3460016 E001.22.26.3439984
N043.37.46.4189988 E001.22.26.2700004
N043.37.46.4890008 E001.22.26.1879996
N043.37.46.5510 E001.22.26.1030
N043.37.46.6179996 E001.22.26.0069988
N043.37.46.6910004 E001.22.25.8890016
N043.37.46.7760 E001.22.25.7520
N043.37.46.8590016 E001.22.25.6059984
N043.37.46.9310016 E001.22.25.4759988
N043.37.46.9930008 E001.22.25.3700004
N043.37.47.0650008 E001.22.25.2530004
N043.37.47.1609984 E001.22.25.1090004
N043.37.47.2540008 E001.22.24.9819996
N043.37.47.3369988 E001.22.24.8599992
N043.37.47.4309984 E001.22.24.7320012
N043.37.47.5320 E001.22.24.6000
N043.37.47.6209992 E001.22.24.4809984
N043.37.47.7320016 E001.22.24.3630012
N043.37.47.8509996 E001.22.24.2320008
N043.37.48.0010008 E001.22.24.0750012
N043.37.48.4449996 E001.22.23.6089992
N043.37.50.4660 E001.22.21.5019984
N043.37.50.8950012 E001.22.21.0500004
N043.37.51.2150016 E001.22.20.7210
N043.37.53.3460 E001.22.18.5030004
N043.37.54.2460 E001.22.17.5609992
N043.37.54.3150012 E001.22.17.4720
N043.37.54.3479988 E001.22.17.3920008
N043.37.54.3659988 E001.22.17.3100
N043.37.54.3590004 E001.22.17.2009992
N043.37.54.3270 E001.22.17.0609988
N043.37.54.2709984 E001.22.16.8380004
N043.37.54.2150004 E001.22.16.6149984
N043.37.54.1779996 E001.22.16.3239996
N043.37.54.1509996 E001.22.16.0089996
N043.37.54.1290 E001.22.15.7370016
N043.37.54.1229988 E001.22.15.4980012
N043.37.54.1260012 E001.22.15.2950008
N043.37.54.1319988 E001.22.15.0740004
N043.37.54.1480008 E001.22.14.8959984
N043.37.54.1700004 E001.22.14.6859996
N043.37.54.2100 E001.22.14.4300
N043.37.54.2600004 E001.22.14.1629988
N043.37.54.3360 E001.22.13.8870012
N043.37.54.4180008 E001.22.13.6290
N043.37.54.4950012 E001.22.13.4199984
N043.37.54.5909988 E001.22.13.1750004
N043.37.54.6390012 E001.22.13.0689984
N043.37.54.7259988 E001.22.12.8989992
N043.37.54.7759992 E001.22.12.8049996
N043.37.54.8500008 E001.22.12.6909984
N043.37.54.9350004 E001.22.12.5739984
N043.37.55.0220016 E001.22.12.4659984
N043.37.55.1219988 E001.22.12.3480012
N043.37.55.3230012 E001.22.12.1320012
N043.37.55.5060 E001.22.11.9430012
N043.37.55.6740012 E001.22.11.8120008
N043.37.55.7960016 E001.22.11.7279984
N043.37.55.9099992 E001.22.11.6590008
N043.37.56.0390016 E001.22.11.5870008
N043.37.56.1960012 E001.22.11.5150008
N043.37.56.3540016 E001.22.11.4480012
N043.37.56.5110012 E001.22.11.3949984
N043.37.56.6119992 E001.22.11.3720016
N043.37.56.7810012 E001.22.11.3440008
N043.37.57.0069984 E001.22.11.3279988
N043.37.57.1839996 E001.22.11.3220012
N043.37.57.3610008 E001.22.11.3360016
N043.37.57.5479992 E001.22.11.3700
N043.37.57.7589988 E001.22.11.4200004
N043.37.57.9839988 E001.22.11.4880008
N043.37.58.1630016 E001.22.11.5640004
N043.37.58.3529988 E001.22.11.6969988
N043.37.58.4540004 E001.22.11.7750
N043.37.58.5710004 E001.22.11.9079984
N043.37.58.6560 E001.22.12.0280008
N043.37.58.7510004 E001.22.12.1829988
N043.37.58.8349992 E001.22.12.3340008
N043.37.59.6539992 E001.22.13.6210008
N043.38.00.6020016 E001.22.12.6680016
N043.38.01.1360004 E001.22.11.4610008
N043.37.58.1990016 E001.22.05.9790
N043.37.58.1610 E001.22.05.9300004
N043.37.58.1109996 E001.22.05.9000016
N043.37.58.0580004 E001.22.05.8860012
N043.37.58.0090008 E001.22.05.8770012
N043.37.57.9540 E001.22.05.8879992
N043.37.57.8920008 E001.22.05.9300004
N043.37.56.8390008 E001.22.07.0209984
N043.37.56.6209992 E001.22.07.2189984
N043.37.56.4340008 E001.22.07.3639992
N043.37.56.2869984 E001.22.07.4550
N043.37.56.1399996 E001.22.07.5370008
N043.37.55.9679988 E001.22.07.6190016
N043.37.55.8009984 E001.22.07.6810008
N043.37.55.5729996 E001.22.07.7559996
N043.37.55.3329984 E001.22.07.8660012
N043.37.55.0589988 E001.22.08.0000004
N043.37.54.7650012 E001.22.08.1649992
N043.37.54.3990 E001.22.08.3880012
N043.37.54.1160004 E001.22.08.5990008
N043.37.53.8420008 E001.22.08.8250016
N043.37.53.5559988 E001.22.09.0900012
N043.37.53.2359984 E001.22.09.4119996
N043.37.52.8189996 E001.22.09.8990004
N043.37.52.4740008 E001.22.10.3680012
N043.37.52.1900004 E001.22.10.8130008
N043.37.51.9420 E001.22.11.2590012
N043.37.51.7519992 E001.22.11.6370012
N043.37.51.5750016 E001.22.12.0290016
N043.37.51.4200 E001.22.12.4110012
N043.37.51.2490 E001.22.12.8949996
N043.37.51.0920004 E001.22.13.4150016
N043.37.50.9329992 E001.22.14.0379996
N043.37.50.8190016 E001.22.14.6079984
N043.37.50.7500004 E001.22.15.0530016
N043.37.50.7050004 E001.22.15.4080012
N043.37.50.6790012 E001.22.15.7590012
N043.37.50.6399988 E001.22.16.2649992
N043.37.50.6399988 E001.22.16.6270008
N043.37.50.6589996 E001.22.16.8060
N043.37.50.6970012 E001.22.16.9209984
N043.37.50.6970012 E001.22.16.9610016
N043.37.50.6859996 E001.22.17.0069988
N043.37.50.6499996 E001.22.17.0760
N043.37.42.4819992 E001.22.25.6860012
N043.37.42.4430004 E001.22.25.7270016
N043.37.42.4149996 E001.22.25.7850012
N043.37.42.3969996 E001.22.25.8880008
N043.37.42.2630004 E001.22.27.1790004
N043.37.42.9420 E001.22.29.6400
N043.37.43.4510004 E001.22.30.8769996
N043.37.43.4769996 E001.22.31.0000008
N043.37.43.4709984 E001.22.31.1549988
N043.37.43.4499996 E001.22.31.3010004
N043.37.43.4089992 E001.22.31.4469984
N043.37.43.3530012 E001.22.31.5950016
N043.37.43.3040016 E001.22.31.6940016
N043.37.37.9850016 E001.22.37.2230004
N043.37.37.8999984 E001.22.37.2479988
N043.37.37.8099984 E001.22.37.2389988
N043.37.37.7190012 E001.22.37.2119988
N043.37.37.6439988 E001.22.37.1780004
N043.37.37.5859992 E001.22.37.0970004
N043.37.37.4109996 E001.22.36.7650012
N043.37.35.9950008 E001.22.34.1879988
N043.37.35.9280012 E001.22.34.0669992
N043.37.35.8770 E001.22.33.9999996
N043.37.35.8240008 E001.22.33.9489984
N043.37.35.7480012 E001.22.33.8980008
N043.37.35.6729988 E001.22.33.8660004
N043.37.35.5779984 E001.22.33.8459988
N043.37.35.4950004 E001.22.33.8499984
N043.37.35.4100008 E001.22.33.8750004
N043.37.35.3219988 E001.22.33.9229992
N043.37.35.2279992 E001.22.34.0029984
N043.37.34.8859992 E001.22.34.3210008
N043.37.34.7409984 E001.22.36.1710012


COLOR_HardSurface3
N043.38.04.7799996 E001.22.01.8379992
N043.38.04.7929992 E001.22.01.9989984
N043.38.04.7879988 E001.22.02.2010016
N043.38.04.7569992 E001.22.02.3959992
N043.38.04.7119992 E001.22.02.5730004
N043.38.04.6240008 E001.22.02.7699996
N043.38.04.5330 E001.22.02.9430012
N043.38.04.7119992 E001.22.03.0920016
N043.38.04.8549984 E001.22.03.1959984
N043.38.04.9980012 E001.22.03.2729988
N043.38.04.9989984 E001.22.03.2729988
N043.38.05.1010008 E001.22.03.3139992
N043.38.05.2019988 E001.22.03.3179988
N043.38.05.2469988 E001.22.03.2999988
N043.38.05.4009996 E001.22.03.2270016
N043.38.05.5629996 E001.22.03.1140012
N043.38.05.7289992 E001.22.02.9679996
N043.38.05.8499988 E001.22.02.8110
N043.38.05.9550 E001.22.02.6630004
N043.38.06.0370008 E001.22.02.5160016
N043.38.06.0939996 E001.22.02.3909988
N043.38.06.1100016 E001.22.02.2559988
N043.38.06.1080 E001.22.02.0560008
N043.38.06.0900 E001.22.01.8459984
N043.38.06.0609984 E001.22.01.6320
N043.38.06.0159984 E001.22.01.3699992
N043.38.05.8520004 E001.22.01.4490012
N043.38.05.7109992 E001.22.01.5089988
N043.38.05.5880016 E001.22.01.5309984
N043.38.05.4530016 E001.22.01.5359988
N043.38.05.3199996 E001.22.01.4990016
N043.38.05.2109988 E001.22.01.4559996
N043.38.05.1029988 E001.22.01.3829988
N043.38.04.7699988 E001.22.01.7360004
N043.38.04.7799996 E001.22.01.8379992


COLOR_HardSurface3
N043.38.47.0600016 E001.21.28.5810012
N043.38.47.0799996 E001.21.28.5770016
N043.38.46.9939992 E001.21.27.5010012
N043.38.47.8460004 E001.21.27.3840012
N043.38.47.7679992 E001.21.26.1529992
N043.38.46.6230012 E001.21.25.2600012
N043.38.46.5510012 E001.21.24.2780004
N043.38.45.6249984 E001.21.24.4090008
N043.38.45.6900 E001.21.25.4049984
N043.38.44.7000 E001.21.26.5799988
N043.38.44.7889992 E001.21.27.7970004
N043.38.45.6429984 E001.21.27.6840
N043.38.45.7410012 E001.21.28.9869984
N043.38.47.1469992 E001.21.28.7930016
N043.38.47.0600016 E001.21.28.5810012


COLOR_HardSurface3
N043.38.54.3580008 E001.21.49.4629992
N043.38.53.9049984 E001.21.43.3280016
N043.38.54.2330016 E001.21.43.2789984
N043.38.53.9409984 E001.21.39.2829984
N043.38.51.8570016 E001.21.39.5499996
N043.38.52.1679984 E001.21.43.8699996
N043.38.52.0699992 E001.21.43.8840
N043.38.52.4910012 E001.21.49.7199996
N043.38.54.3580008 E001.21.49.4629992


COLOR_HardSurface3
N043.38.56.3740008 E001.21.27.4290012
N043.38.56.3700012 E001.21.27.3369996
N043.38.56.6350008 E001.21.26.6000004
N043.38.57.6170016 E001.21.26.4669984
N043.38.57.9900012 E001.21.27.0870012
N043.38.58.0179984 E001.21.27.3139992
N043.38.59.4620016 E001.21.27.1109988
N043.38.59.4470004 E001.21.27.0029988
N043.38.59.4409992 E001.21.26.9089992
N043.38.59.7120 E001.21.26.1740016
N043.39.00.7179984 E001.21.26.0340012
N043.39.01.0760004 E001.21.26.6670
N043.39.01.0720008 E001.21.26.7570
N043.39.01.0590012 E001.21.26.8989984
N043.39.02.5530012 E001.21.26.6900004
N043.39.02.5409988 E001.21.26.6000004
N043.39.02.5310016 E001.21.26.4719988
N043.39.02.7860004 E001.21.25.7500008
N043.39.03.7879992 E001.21.25.5980016
N043.39.04.1550012 E001.21.26.2550016
N043.39.04.1159988 E001.21.26.4769992
N043.39.05.6360016 E001.21.26.2689984
N043.39.05.6229984 E001.21.26.1870012
N043.39.05.6059992 E001.21.26.0489988
N043.39.05.8600008 E001.21.25.3239984
N043.39.05.8460004 E001.21.25.0859988
N043.39.06.8550012 E001.21.24.9490008
N043.39.06.8720004 E001.21.25.1910
N043.39.07.1920008 E001.21.25.7109984
N043.39.07.2270 E001.21.25.7029992
N043.39.07.3000008 E001.21.25.8279984
N043.39.07.2969984 E001.21.25.9189992
N043.39.07.2820008 E001.21.26.0430012
N043.39.08.6839992 E001.21.25.8500016
N043.39.08.6720004 E001.21.25.6560012
N043.39.08.9380008 E001.21.24.9050016
N043.39.08.9250012 E001.21.24.6669984
N043.39.09.9230004 E001.21.24.5319984
N043.39.09.9389988 E001.21.24.7610016
N043.39.10.3190004 E001.21.25.4279988
N043.39.10.3380012 E001.21.25.6269996
N043.39.11.7010008 E001.21.25.4350008
N043.39.11.6910 E001.21.25.3339992
N043.39.11.6859996 E001.21.25.2500004
N043.39.11.7439992 E001.21.25.2399996
N043.39.12.0260016 E001.21.24.4919988
N043.39.12.0189996 E001.21.24.2610012
N043.39.12.2789988 E001.21.24.2210016
N043.39.12.1470012 E001.21.22.2320016
N043.39.11.5470 E001.21.22.3130016
N043.39.11.4599988 E001.21.21.0579984
N043.39.10.1059992 E001.21.21.2389992
N043.39.10.0500012 E001.21.21.9290004
N043.39.10.0929996 E001.21.22.5169992
N043.39.08.4690 E001.21.22.7300004
N043.39.08.4309984 E001.21.22.1910012
N043.39.08.3520 E001.21.22.2069996
N043.39.08.2839996 E001.21.21.3080004
N043.39.06.9180012 E001.21.21.4909992
N043.39.07.0170012 E001.21.22.9320
N043.39.05.3920008 E001.21.23.1480
N043.39.05.2930008 E001.21.21.7990008
N043.39.03.9330 E001.21.21.9980016
N043.39.03.8959992 E001.21.22.7760012
N043.39.03.9309984 E001.21.23.3499996
N043.39.03.4859988 E001.21.23.4180
N043.39.03.4880004 E001.21.23.4759996
N043.39.02.7759996 E001.21.23.5770012
N043.39.02.7690012 E001.21.23.5059984
N043.39.02.3119992 E001.21.23.5760004
N043.39.02.2719996 E001.21.23.0600016
N043.39.02.1830004 E001.21.23.0569992
N043.39.02.1279996 E001.21.22.2500016
N043.39.01.5850008 E001.21.22.2919992
N043.39.00.7599996 E001.21.22.4179992
N043.39.00.8589996 E001.21.23.7740004
N043.38.59.6379984 E001.21.23.9540004
N043.38.59.5600008 E001.21.22.8399984
N043.38.57.7960008 E001.21.23.0609988
N043.38.57.8540004 E001.21.23.7150
N043.38.57.7520016 E001.21.23.7399984
N043.38.57.7780008 E001.21.24.1989984
N043.38.57.3270 E001.21.24.2550
N043.38.57.3219996 E001.21.24.3039996
N043.38.56.6130012 E001.21.24.3979992
N043.38.56.6070 E001.21.24.3550008
N043.38.56.1590016 E001.21.24.4159992
N043.38.56.1249996 E001.21.23.9670
N043.38.56.0330016 E001.21.23.9739984
N043.38.55.9920012 E001.21.23.3179992
N043.38.53.8220004 E001.21.23.6199996
N043.38.54.0579984 E001.21.26.9499996
N043.38.54.5430012 E001.21.26.8800012
N043.38.54.9120012 E001.21.27.5150016
N043.38.54.9390012 E001.21.27.7350012
N043.38.56.3870004 E001.21.27.5379984
N043.38.56.3740008 E001.21.27.4290012


COLOR_HardSurface3
N043.39.09.6120 E001.21.15.6359988
N043.39.09.3489984 E001.21.16.3879992
N043.39.09.3650004 E001.21.16.6200012
N043.39.08.3559996 E001.21.16.7559984
N043.39.08.3369988 E001.21.16.5330
N043.39.07.9629984 E001.21.15.8690016
N043.39.07.9440012 E001.21.15.6660012
N043.39.06.5350008 E001.21.15.8580
N043.39.06.5469996 E001.21.15.9990012
N043.39.06.2640 E001.21.16.7969988
N043.39.06.2840016 E001.21.17.0330004
N043.39.05.3190 E001.21.17.1500004
N043.39.05.3110008 E001.21.17.0529984
N043.39.04.8539988 E001.21.16.2240012
N043.39.04.8459996 E001.21.16.0909992
N043.39.03.4650 E001.21.16.2740016
N043.39.03.4769988 E001.21.16.4310012
N043.39.03.1899996 E001.21.17.2289988
N043.39.02.1790008 E001.21.17.3580012
N043.39.01.8000 E001.21.16.6910004
N043.39.01.7570016 E001.21.16.6920012
N043.39.01.7430012 E001.21.16.5129984
N043.39.00.4079988 E001.21.16.6870008
N043.39.00.3859992 E001.21.16.7969988
N043.39.00.3549996 E001.21.16.9239996
N043.39.00.0969984 E001.21.17.6479992
N043.38.59.1079992 E001.21.17.7829992
N043.38.58.7720004 E001.21.17.1690012
N043.38.58.7209992 E001.21.17.1029988
N043.38.58.6899996 E001.21.16.9340004
N043.38.57.3140004 E001.21.17.1209988
N043.38.57.2979984 E001.21.17.2559988
N043.38.57.2750016 E001.21.17.3540016
N043.38.57.0170004 E001.21.18.0699984
N043.38.56.0310 E001.21.18.2000016
N043.38.55.6890 E001.21.17.5920012
N043.38.55.6190016 E001.21.17.5179996
N043.38.55.5780012 E001.21.17.4610008
N043.38.55.5759996 E001.21.17.3649996
N043.38.54.1920012 E001.21.17.5410
N043.38.54.2100012 E001.21.17.7180012
N043.38.53.9379996 E001.21.18.4960008
N043.38.53.4450012 E001.21.18.5670
N043.38.53.6939988 E001.21.21.8930004
N043.38.55.8579984 E001.21.21.6079992
N043.38.55.8189996 E001.21.21.0129984
N043.38.55.9050 E001.21.20.9980008
N043.38.55.8809988 E001.21.20.4750
N043.38.56.3229996 E001.21.20.4320016
N043.38.56.3219988 E001.21.20.3360004
N043.38.57.0360012 E001.21.20.2460004
N043.38.57.0429996 E001.21.20.3130
N043.38.57.4940004 E001.21.20.2439988
N043.38.57.5350008 E001.21.20.7680004
N043.38.57.6240 E001.21.20.7600012
N043.38.57.6909996 E001.21.21.6709992
N043.38.59.0610012 E001.21.21.4920
N043.38.58.9440012 E001.21.20.0520
N043.39.00.5720004 E001.21.19.8309996
N043.39.00.6819984 E001.21.21.2690016
N043.39.02.0390004 E001.21.21.0790008
N043.39.01.9730016 E001.21.20.1679992
N043.39.02.0670012 E001.21.20.1579984
N043.39.02.0260008 E001.21.19.6279992
N043.39.03.6519984 E001.21.19.3929984
N043.39.03.6979992 E001.21.19.9990008
N043.39.03.8210004 E001.21.20.7159984
N043.39.03.8490012 E001.21.20.8329984
N043.39.05.2120008 E001.21.20.6430012
N043.39.05.1090012 E001.21.19.2120012
N043.39.06.7309992 E001.21.18.9920016
N043.39.06.8400 E001.21.20.4180012
N043.39.08.1990 E001.21.20.2359996
N043.39.08.2419984 E001.21.20.1369996
N043.39.08.2320012 E001.21.19.4010012
N043.39.08.1789984 E001.21.18.7880004
N043.39.09.8129988 E001.21.18.5640012
N043.39.09.8579988 E001.21.19.1530008
N043.39.09.9789984 E001.21.19.8640008
N043.39.10.0059984 E001.21.19.9900008
N043.39.11.3760 E001.21.19.8020016
N043.39.11.2640004 E001.21.18.3660012
N043.39.11.8789992 E001.21.18.2750004
N043.39.11.7039996 E001.21.16.3000008
N043.39.11.4320016 E001.21.16.3400004
N043.39.11.4149988 E001.21.16.1219988
N043.39.11.0469996 E001.21.15.4519992
N043.39.11.0289996 E001.21.15.2480016
N043.39.09.6009984 E001.21.15.4379988
N043.39.09.6120 E001.21.15.6359988


COLOR_HardSurface3
N043.38.42.6109992 E001.20.24.8420004
N043.38.42.6140016 E001.20.24.6699996
N043.38.42.6030 E001.20.24.5220
N043.38.42.5780016 E001.20.24.3819996
N043.38.42.5349996 E001.20.24.2520
N043.38.42.3999996 E001.20.23.9160012
N043.38.42.3589992 E001.20.23.7999984
N043.38.42.3390012 E001.20.23.7210
N043.38.42.3300012 E001.20.23.6209992
N043.38.42.3290004 E001.20.23.5280004
N043.38.42.3409992 E001.20.23.4210012
N043.38.42.3700008 E001.20.23.3049984
N043.38.42.4200012 E001.20.23.1900
N043.38.42.4820004 E001.20.23.0939988
N043.38.43.2319992 E001.20.22.3500012
N043.38.43.0379988 E001.20.21.9959988
N043.38.42.2819988 E001.20.22.7270004
N043.38.42.1789992 E001.20.22.7940
N043.38.42.1000008 E001.20.22.8109992
N043.38.42.0230004 E001.20.22.8090012
N043.38.41.9570016 E001.20.22.7870016
N043.38.41.7999984 E001.20.22.5049992
N043.38.41.7919992 E001.20.22.4329992
N043.38.41.8040016 E001.20.22.2969984
N043.38.41.8290 E001.20.22.1449992
N043.38.41.8719984 E001.20.21.9890004
N043.38.41.9480016 E001.20.21.8410008
N043.38.42.0270 E001.20.21.7089996
N043.38.42.5850 E001.20.21.1380
N043.38.42.3089988 E001.20.20.7080016
N043.38.41.8279992 E001.20.21.1800012
N043.38.41.8009992 E001.20.21.2049996
N043.38.41.7689988 E001.20.21.2150004
N043.38.41.7450012 E001.20.21.2020008
N043.38.41.7170004 E001.20.21.1740
N043.38.41.6979996 E001.20.21.1250004
N043.38.41.5460004 E001.20.20.5100016
N043.38.41.5119984 E001.20.20.4349992
N043.38.41.4139992 E001.20.20.5670004
N043.38.41.1560016 E001.20.20.8200012
N043.38.40.9319988 E001.20.21.0000012
N043.38.40.8220008 E001.20.20.9640012
N043.38.40.7979996 E001.20.20.9169996
N043.38.40.2299988 E001.20.21.1210008
N043.38.39.5180016 E001.20.21.8569992
N043.38.39.9320016 E001.20.22.5589992
N043.38.40.2200016 E001.20.22.2529992
N043.38.40.3069992 E001.20.22.2020016
N043.38.40.4270016 E001.20.22.1640
N043.38.40.5089988 E001.20.22.1520012
N043.38.40.6110012 E001.20.22.1640
N043.38.40.6870008 E001.20.22.1889984
N043.38.40.7709996 E001.20.22.2429984
N043.38.40.8440004 E001.20.22.2990
N043.38.40.8900012 E001.20.22.3519992
N043.38.41.0309988 E001.20.22.6359996
N043.38.41.0709984 E001.20.22.7439996
N043.38.41.0889984 E001.20.22.8670008
N043.38.41.0840016 E001.20.22.9859988
N043.38.41.0690004 E001.20.23.1330012
N043.38.41.0430012 E001.20.23.2559988
N043.38.41.0020008 E001.20.23.3739996
N043.38.40.9440012 E001.20.23.4800016
N043.38.40.8660 E001.20.23.5820004
N043.38.40.6410 E001.20.23.8170012
N043.38.41.0409996 E001.20.24.5249988
N043.38.41.2850004 E001.20.24.2710008
N043.38.41.3710008 E001.20.24.2059992
N043.38.41.4589992 E001.20.24.1590012
N043.38.41.5700016 E001.20.24.1389996
N043.38.41.6950008 E001.20.24.1479996
N043.38.41.7969996 E001.20.24.1779984
N043.38.41.8920 E001.20.24.2409984
N043.38.41.9840016 E001.20.24.3170016
N043.38.42.0479988 E001.20.24.3999996
N043.38.42.0849996 E001.20.24.5019984
N043.38.42.1170 E001.20.24.6649992
N043.38.42.1299996 E001.20.24.8510004
N043.38.42.1310004 E001.20.25.0500012
N043.38.42.0860004 E001.20.26.2100004
N043.38.42.5600016 E001.20.26.2389984
N043.38.42.6109992 E001.20.24.8420004


COLOR_HardSurface3
N043.38.11.8240008 E001.20.54.1110012
N043.38.12.1189992 E001.20.54.6519984
N043.38.12.7240008 E001.20.54.0229992
N043.38.12.7399992 E001.20.52.0460016
N043.38.13.2489996 E001.20.51.5109984
N043.38.12.7510008 E001.20.50.5970016
N043.38.12.2390016 E001.20.51.1230012
N043.38.10.8549996 E001.20.50.6090004
N043.38.10.2469992 E001.20.51.2400012
N043.38.10.5849996 E001.20.51.8269992
N043.38.09.9399984 E001.20.52.4799996
N043.38.10.2059988 E001.20.52.9640016
N043.38.11.1930 E001.20.54.7670004
N043.38.11.8240008 E001.20.54.1110012


COLOR_HardSurface3
N043.38.02.5680012 E001.20.51.4259988
N043.38.02.3790012 E001.20.51.6199992
N043.38.02.8610016 E001.20.52.5189984
N043.38.01.6950012 E001.20.53.7240012
N043.38.01.2080004 E001.20.52.8389988
N043.38.01.0100004 E001.20.53.0409984
N043.38.00.9769992 E001.20.52.9800
N043.38.00.0030012 E001.20.53.9949984
N043.38.00.5160012 E001.20.54.9260016
N043.37.59.8770012 E001.20.55.5969984
N043.38.00.1680 E001.20.56.1149988
N043.38.00.7680012 E001.20.56.3619984
N043.38.00.7900008 E001.20.56.4069984
N043.38.01.6299996 E001.20.56.3650008
N043.38.01.8319992 E001.20.56.4489996
N043.38.02.1860016 E001.20.57.0879996
N043.38.02.7620016 E001.20.56.4920016
N043.38.02.4060012 E001.20.55.8499992
N043.38.02.4079992 E001.20.55.5720
N043.38.02.6649996 E001.20.54.4750008
N043.38.03.1279992 E001.20.53.9990016
N043.38.03.9660 E001.20.53.9589984
N043.38.04.1460 E001.20.54.0380004
N043.38.04.5110004 E001.20.54.7019988
N043.38.05.0920008 E001.20.54.0939984
N043.38.04.7389992 E001.20.53.4329988
N043.38.04.7370012 E001.20.53.1489984
N043.38.05.1339984 E001.20.51.4870008
N043.38.04.6719996 E001.20.50.6339988
N043.38.04.0250004 E001.20.51.3070008
N043.38.03.5030004 E001.20.50.3620008
N043.38.02.5350 E001.20.51.3629988
N043.38.02.5680012 E001.20.51.4259988


COLOR_HardSurface3
N043.37.56.6820012 E001.20.58.6340016
N043.37.56.6910012 E001.20.58.6550004
N043.37.56.1590004 E001.20.59.2140012
N043.37.56.1420012 E001.20.59.1950004
N043.37.55.6590 E001.20.59.6950008
N043.37.55.6619988 E001.20.59.7260004
N043.37.55.5669984 E001.20.59.8300008
N043.37.55.7619996 E001.21.00.1839996
N043.37.55.4250 E001.21.00.5360004
N043.37.54.9379992 E001.20.59.6469984
N043.37.54.8400 E001.20.59.7540012
N043.37.54.8209992 E001.20.59.7270012
N043.37.53.2610004 E001.21.01.3520016
N043.37.53.2710012 E001.21.01.3700016
N043.37.53.1999984 E001.21.01.4410008
N043.37.53.6859984 E001.21.02.3339988
N043.37.52.9830012 E001.21.03.0629988
N043.37.52.4960004 E001.21.02.1780
N043.37.52.4319996 E001.21.02.2460004
N043.37.52.4129988 E001.21.02.2119984
N043.37.50.9800008 E001.21.03.6860004
N043.37.51.4850016 E001.21.04.6119996
N043.37.51.0800016 E001.21.05.0349996
N043.37.50.5700004 E001.21.04.1349996
N043.37.47.7829992 E001.21.07.0229988
N043.37.47.7140016 E001.21.07.0999992
N043.37.48.2000016 E001.21.07.9940016
N043.37.47.6100012 E001.21.08.6090004
N043.37.48.1350 E001.21.09.5550012
N043.37.48.3489984 E001.21.09.3340008
N043.37.49.3340016 E001.21.09.5580
N043.37.49.6470 E001.21.10.1279988
N043.37.50.2039992 E001.21.09.5510016
N043.37.49.8920016 E001.21.08.9780004
N043.37.50.0019996 E001.21.07.7220
N043.37.49.9659996 E001.21.07.6560012
N043.37.50.2960008 E001.21.07.3140012
N043.37.50.3810004 E001.21.07.3050012
N043.37.50.4739992 E001.21.07.4869992
N043.37.51.0800016 E001.21.07.4390004
N043.37.51.1550004 E001.21.07.3609992
N043.37.51.5759988 E001.21.08.1230004
N043.37.52.1190012 E001.21.07.5650004
N043.37.51.6969984 E001.21.06.7929984
N043.37.51.7789992 E001.21.06.7079988
N043.37.51.9620016 E001.21.05.9910012
N043.37.52.4409996 E001.21.05.4950004
N043.37.52.9659984 E001.21.05.4540
N043.37.53.0580 E001.21.05.3589996
N043.37.53.4900 E001.21.06.1390008
N043.37.54.0339996 E001.21.05.5710
N043.37.53.6040012 E001.21.04.7869992
